run_id,run_date,timestamp_utc,model,model_version,language,product,prompt_id,prompt_set,intent,prompt_text,response_text,error
20251230-231738,2025-12-30,2025-12-30T21:17:51Z,chatgpt,gpt-5.2,en,GUIDE,core_guide_category_providers,core,category_default_providers,What are the main providers of audio guide solutions for museums and cultural sites?,"Here are widely used providers of audio‑guide solutions for museums and cultural/heritage sites (covering both device-based guides and mobile/app platforms):

## Dedicated audio‑guide & museum‑tech vendors (devices + platforms)
- **Acoustiguide (part of Espro / Axiell group)** – large global supplier; handheld guides, multimedia guides, content production/services.
- **Antenna International** – one of the biggest worldwide; device rental operations and digital guides for major attractions.
- **Orpheo Group** – strong in Europe; audio/multimedia guides, group guiding systems, accessibility solutions.
- **Guide-ID** – multimedia guides and group guiding; used across museums and visitor attractions.
- **Sennheiser (MobileConnect / tour guide systems via integrators)** – commonly used for guided tour transmission; often paired with museum deployments.
- **Listen Technologies** – assistive listening and tour‑guide systems; frequently used for accessibility and group audio.

## Smartphone/app-first audio guide platforms
- **izi.TRAVEL** – widely adopted “marketplace” style platform for museum/city audio tours (BYOD).
- **Smartify** – museum-focused digital guide platform (BYOD), often used for in-gallery interpretation.
- **Bloomberg Connects** – free-to-visitor app used by many museums for audio, wayfinding, and content (institution-funded).
- **VoiceMap** – strong for city/heritage walking tours; GPS-triggered narration.
- **Clio** – US-focused heritage/museum interpretive audio tours and storytelling.
- **Cuseum** – museum digital engagement platform; supports in-gallery/mobile experiences (often integrated with other systems).

## “Open” / self-hosted options (common for smaller institutions)
- **Omeka + audio plugins / custom web guides**, **WordPress-based web audio guides**, or **bespoke progressive web apps (PWAs)** built by local agencies—popular where institutions want full control and lower recurring platform costs.

### Notes on “main providers”
The “main” providers vary by region and by whether you mean **rental handset programs** (Acoustiguide, Antenna International, Orpheo, Guide-ID) or **bring‑your‑own‑device apps** (izi.TRAVEL, Smartify, Bloomberg Connects, etc.).

If you tell me your region (e.g., US/UK/EU), venue size, and whether you want **handsets vs BYOD**, I can narrow this to the most relevant shortlist and typical pricing/contract models.",
20251230-231738,2025-12-30,2025-12-30T21:18:02Z,claude,claude-sonnet-4-5-20250929,en,GUIDE,core_guide_category_providers,core,category_default_providers,What are the main providers of audio guide solutions for museums and cultural sites?,"# Main Audio Guide Solution Providers

## Major Global Providers

**Acoustiguide/Antenna International**
- One of the oldest and largest providers
- Serves major museums worldwide (Louvre, British Museum, etc.)
- Offers hardware devices and mobile apps

**Espro Acoustiguide**
- European market leader
- Provides multimedia guide systems
- Strong presence in art museums and heritage sites

**Guide Mate/Orpheo Group**
- Specializes in multimedia guide systems
- Focus on user-friendly interfaces
- Common in European museums

**Smartify**
- App-based solution (no hardware)
- Growing presence in contemporary art spaces
- Free tier for visitors

## Technology-Focused Solutions

**Bloomberg Connects**
- Free digital guide platform
- Powers many major institutions
- Rich multimedia content

**Cuseum**
- Mobile-first platform
- Includes engagement and ticketing features

**Guide ID/IZI.travel**
- Crowdsourced audio tours
- Free for cultural sites to create content

**Detour/Gesso (now part of Bose)**
- Location-aware audio experiences

## Regional Specialists

Various regional providers serve specific markets, often offering multilingual support and local customization.

Museums increasingly mix solutions—using both proprietary apps and rental devices to accommodate different visitor preferences.",
20251230-231738,2025-12-30,2025-12-30T21:18:31Z,gemini,gemini-2.5-pro,en,GUIDE,core_guide_category_providers,core,category_default_providers,What are the main providers of audio guide solutions for museums and cultural sites?,"Of course. The landscape of audio guide solutions for museums and cultural sites has evolved significantly, moving from traditional hardware-only providers to a diverse market of mobile app platforms, hybrid solutions, and specialized content creators.

Here are the main providers, broken down into key categories:

---

### 1. Traditional Hardware & Hybrid Solution Providers
These are the long-established leaders in the industry. They started with dedicated hardware devices but now almost all offer sophisticated mobile app (BYOD - Bring Your Own Device) and hybrid solutions as well.

**Orpheo**
*   **Who they are:** A global leader with a massive presence in top-tier museums worldwide (e.g., the Louvre).
*   **Key Offerings:**
    *   **Hardware:** Known for their robust, classic audio guide devices (like the Orpheo Mikro) and multimedia players with screens.
    *   **Software/Apps:** They offer a full-service mobile app solution (MyOrpheo) that can be customized for the institution.
    *   **Hybrid Solutions:** They can sync content across devices and apps and provide charging/distribution racks for hardware.
*   **Best for:** Large institutions that need a reliable, scalable solution for thousands of daily visitors and want the option of providing dedicated devices.

**acoustiguide**
*   **Who they are:** One of the original pioneers of the audio tour, founded in 1957. They have deep experience in storytelling and content production. They also acquired their major competitor, **Antenna International**, consolidating their market position.
*   **Key Offerings:**
    *   **Hardware:** A wide range of audio and multimedia players.
    *   **Mobile Apps:** Highly polished, custom-branded apps with features like interactive maps, AR, and video.
    *   **Content:** They are renowned for their high-quality content creation services, including scriptwriting, professional narration, and sound design.
*   **Best for:** Museums seeking an end-to-end solution, from hardware and software to world-class creative content development.

**GuideID**
*   **Who they are:** Known for their uniquely simple and intuitive hardware system.
*   **Key Offerings:**
    *   **Hardware (The Podcatcher):** Their signature product is an ID-card-sized device that users point at a sensor near an exhibit to automatically play the audio. This ""point-and-listen"" system is incredibly user-friendly, especially for non-tech-savvy visitors.
    *   **Software Platform:** A simple CMS for managing content and gathering powerful visitor analytics (like dwell time and tour paths).
    *   **Mobile App:** They also offer a companion mobile app for a BYOD experience.
*   **Best for:** Institutions prioritizing ease of use, accessibility, and collecting rich visitor behavior data.

---

### 2. Mobile App & Platform Providers (BYOD Focus)
These companies specialize in ""Bring Your Own Device"" solutions, allowing visitors to use their own smartphones. They often provide a flexible and feature-rich platform (SaaS - Software as a Service).

**STQRY (formerly OnCell and Toura)**
*   **Who they are:** A major player in the museum app space, offering a powerful and flexible platform for building custom apps without needing to code.
*   **Key Offerings:**
    *   **App Platform:** A highly customizable platform with features like interactive maps, audio/video/image content, scavenger hunts, tours, and multilingual support.
    *   **Web Apps:** In addition to native apps, they provide mobile-web versions that don't require a download.
    *   **Integrations:** Connects with collection management systems and ticketing platforms.
*   **Best for:** Small to large institutions that want deep control over their app's features and content with a user-friendly backend CMS.

**Cuseum**
*   **Who they are:** A visitor engagement platform that goes beyond simple audio guides.
*   **Key Offerings:**
    *   **Mobile Guides:** Audio and multimedia tours are a core feature.
    *   **Digital Membership Cards:** A key differentiator, helping museums go paperless and increase member engagement.
    *   **Augmented Reality (AR):** They offer AR integrations to bring exhibits to life.
    *   **Communication Tools:** Push notifications and other tools to communicate with visitors before, during, and after their visit.
*   **Best for:** Museums focused on building a holistic digital relationship with their visitors, increasing membership, and leveraging modern tech like AR.

**izi.TRAVEL**
*   **Who they are:** A free, open-source global platform for audio guides. It's often called the ""YouTube of museum guides.""
*   **Key Offerings:**
    *   **Free Platform:** Institutions and individuals can create and upload their own audio tours for free. Visitors access them through the universal izi.TRAVEL app.
    *   **Global Reach:** A huge library of tours from around the world, which aids in discoverability.
    *   **Premium Features:** They offer paid features for enhanced branding, statistics, and content creation tools.
*   **Best for:** Smaller museums, historical societies, or walking tours with limited budgets, or larger institutions that want to be part of a global discovery platform.

**Guidebook**
*   **Who they are:** A very popular platform for creating mobile apps for events, conferences, and corporations, but their system is also widely used by museums and universities.
*   **Key Offerings:**
    *   **DIY App Builder:** An intuitive, drag-and-drop interface for building and managing an app.
    *   **Core Features:** Includes maps, schedules, lists, and of course, audio/multimedia integration for tours.
*   **Best for:** Institutions that need a straightforward, cost-effective, and easy-to-manage app and may have other uses for it (like special events or campus tours).

---

### 3. Niche and Specialized Providers
These companies focus on a specific aspect of the visitor experience, such as immersive storytelling or a particular technology.

**Gesso**
*   **Who they are:** A mobile-first platform focused on creating immersive, podcast-style audio experiences.
*   **Key Offerings:**
    *   **Story-driven Content:** They emphasize high-quality, narrative-driven audio that feels more like a cinematic podcast than a traditional audio guide.
    *   **Geolocation:** Excellent for outdoor sites, sculpture parks, and historic districts, triggering audio automatically as visitors walk.
*   **Best for:** Cultural sites that want to offer a unique, deeply engaging, and modern audio experience.

**Encurate**
*   **Who they are:** A mobile platform provider that puts a strong emphasis on visitor data and analytics.
*   **Key Offerings:**
    *   **Mobile Tours:** Provides a full suite of features for audio and multimedia tours.
    *   **Data Analytics:** Their platform is designed to help museums understand visitor flow, content popularity, and engagement metrics to make data-driven decisions.
*   **Best for:** Data-savvy institutions that want to use their mobile guide as a tool for deep visitor insight.

### Key Factors for Choosing a Provider:

*   **Audience:** Will your visitors prefer to use their own phones (BYOD) or a provided device? Consider demographics and accessibility.
*   **Budget:** Costs can range from free (izi.TRAVEL) to significant investments in hardware leasing/purchase and custom app development.
*   **Content:** Do you need a partner to help create high-quality audio scripts and recordings, or will you produce it in-house?
*   **Features:** Are you looking for a basic audio player, or do you need interactive maps, AR, games, and ticketing integration?
*   **Maintenance:** Who will manage the content updates? Look for a provider with an easy-to-use Content Management System (CMS).",
20251230-231738,2025-12-30,2025-12-30T21:18:37Z,perplexity,sonar,en,GUIDE,core_guide_category_providers,core,category_default_providers,What are the main providers of audio guide solutions for museums and cultural sites?,"**Main providers of audio guide solutions for museums and cultural sites include Acoustiguide (now part of Orpheo Group), Bloomberg Connects, Smartify, Cuseum, STQRY, SmartGuide, Gesso, and Nubart, alongside others like Audiotours, MySmartJourney, and Guide-ID.** [1][2][3][5][7][8][9]

These companies offer a range of solutions, from hardware-based multimedia guides and devices to app-based self-guided tours, often with multilingual support, AR features, and content creation services.[1][2]

### Key Providers and Offerings
| Provider | Headquarters | Core Features | Notable Use Cases |
|----------|--------------|---------------|------------------|
| **Acoustiguide (Orpheo Group)** | U.S. | Audio/multimedia guides, apps, hardware, content production; merged with Orpheo in 2025 for end-to-end solutions.[2] | Museums worldwide; trailblazing in culture/tourism.[2] |
| **Bloomberg Connects** | U.S. | Content and guides for 800+ museums/institutions.[1] | Broad cultural site coverage.[1] |
| **Smartify** | U.K. | Museum audio experience app.[1] | Art-focused tours.[1] |
| **Cuseum** | U.S. | Digital engagement app with audio tours, multimedia, membership tools.[1] | Attractions and museums.[1] |
| **STQRY** | N/A | No-code app builder for custom audio tours; used by Walt Disney Family Museum, Tacoma Art Museum.[5] | Museums, galleries, landmarks.[5] |
| **SmartGuide** | N/A | AI-powered multilingual digital guides; most popular in 2023 with 700+ creators and destinations.[8][9] | Museums, attractions, 700k+ travelers guided.[8] |
| **Gesso** | N/A | Branded mobile audio guides on iOS/Android/web; DIY or full-service production, accessibility features.[7] | 100s of consulted museums.[7] |
| **Nubart** | Spain/Germany | Browser-based platform with reusable QR cards for multimedia content.[1][3] | Cultural organizations; revenue via card sales.[3] |

### Additional Notable Providers
- **Audiotours** (Switzerland): Audio tours, apps, multimedia.[1]
- **MySmartJourney** (Canada): DIY self-guided tours for parks/attractions.[1]
- **Otocast** (U.S.): Self-guided tours.[1]
- **Guide-ID**: Smart audio devices at sites like Mount Vernon, Monticello.[3]
- Others like Ancient World (Australia, AR), Bluehertz (Spain/Germany), Hearonymus (Austria).[1]

Orpheo Group stands out for holistic services including device manufacturing and immersive content, while app-based platforms like SmartGuide and STQRY emphasize ease of creation and scalability.[1][2][5][8][9] Usage spans historic sites (e.g., Biltmore, Maritime Museum of San Diego) to modern apps with offline access.[3][4]",
20251230-231738,2025-12-30,2025-12-30T21:18:56Z,chatgpt,gpt-5.2,de,GUIDE,core_guide_category_providers,core,category_default_providers,Welche Hauptanbieter von Audioguide-Lösungen für Museen und kulturelle Einrichtungen gibt es?,"Hier sind einige der bekanntesten Hauptanbieter von Audioguide‑Lösungen (Hardware‑Guides, App‑Guides und Plattformen) für Museen und kulturelle Einrichtungen – mit kurzen Hinweisen, wofür sie typischerweise stehen:

## Große internationale Anbieter (Hardware + Plattform/Software)
- **Antenna International** (USA/UK, global) – sehr verbreitet in großen Museen/Attraktionen; Hardware‑Guides, Content‑Produktion und Betrieb/Outsourcing.
- **Acoustiguide** (USA/UK, global; Teil von Espro) – klassische Audioguide‑Systeme, Multimedia‑Guides und App‑Lösungen; stark im Museumsmarkt.
- **Sennheiser – MobileConnect / MobileGuide‑Umfelder** (DE; je nach Partner/Integrator) – Audio‑Streaming/Bring‑Your‑Own‑Device‑Ansätze, häufig über Integratoren im Kultur‑ und Tour‑Segment.
- **Listen Technologies** (USA) – Funk-/Streaming‑Audio (Assistive Listening) und Tour‑Audio; oft in Kombination mit Integratoren in Museen/Visitor Centers.

## App-/Digital‑First Plattformen (BYOD: Besucher nutzen eigenes Smartphone)
- **izi.TRAVEL** (NL) – sehr verbreitete Plattform für Audio‑Touren; stark für Städte/Heritage, aber auch Museen.
- **VoiceMap** (global) – GPS‑geführte Audio‑Touren; eher outdoor/stadtbezogen, aber teils auch für Kulturorte.
- **Otocast** (USA) – mobile Guides, oft für Museen; App‑basierte Touren und Content‑Management.
- **Bloomberg Connects** (USA, global) – kostenlose Museums‑App‑Plattform (förder-/partnergetrieben); stark bei großen Häusern, Fokus auf digitale Besucherführung.

## Anbieter mit starkem Fokus auf Museums‑Multimedia/Interaktiv
- **Guide ID / GuideID** (SE) – Plattform für digitale Guides, häufig in skandinavischen Museen; BYOD und onsite‑Erlebnisse.
- **Smartify** (UK) – „Shazam für Kunst“ + Audio/Content; Kooperationen mit Museen.

## DACH/EU‑nahe Spezialisten (häufig Hardware + Medienguide + Services)
- **P.I.X.E.L** (IT) – Multimedia‑Guides, Apps und Geräte; in vielen europäischen Museen/Archäologie‑Sites.
- **Orpheo Group** (FR) – Audioguide-/Multimedia‑Guide‑Systeme, Vermietbetrieb, oft Großprojekte.
- **Stqry** (USA/EU‑Projekte) – Storytelling‑Plattform für Audio/Interpretation, teils in Museen/Heritage.

---

### Hinweis zur Einordnung
Der Markt teilt sich grob in:
1) **klassische Leihgeräte‑Audioguides** (robust, vor Ort, oft mit Verleih/Service) und  
2) **BYOD‑Lösungen** (App/Web‑App, geringere Hardwarelogistik, aber abhängig von Netz/Endgeräten).

Wenn du mir kurz sagst:
- **Land/Region** (DACH/Europa/USA),
- **Größe** (Besucher/Jahr),
- **ob Leihgeräte nötig sind** oder BYOD reicht,
- **Sprachen/Barrierefreiheit** (z. B. Leichte Sprache, DGS/ASL, Untertitel),
kann ich dir eine **Shortlist** mit passenden Anbietern (inkl. typischer Kosten-/Lizenzmodelle) zusammenstellen.",
20251230-231738,2025-12-30,2025-12-30T21:19:07Z,claude,claude-sonnet-4-5-20250929,de,GUIDE,core_guide_category_providers,core,category_default_providers,Welche Hauptanbieter von Audioguide-Lösungen für Museen und kulturelle Einrichtungen gibt es?,"# Hauptanbieter von Audioguide-Lösungen

## Etablierte internationale Anbieter

**Antenna Audio / Antenna International**
- Marktführer mit langjähriger Erfahrung
- Bedient große Museen weltweit
- Bietet Hardware und Content-Produktion

**Acoustiguide**
- Einer der ältesten Anbieter (seit 1957)
- Globale Präsenz in Premium-Institutionen
- Spezialisiert auf Multimedia-Guides

**Sennheiser/Orpheo**
- Hochwertige Audio-Hardware
- Tourguide-Systeme für Führungen
- Zuverlässige Technologie

## App-basierte & digitale Lösungen

**Guide Mate**
- DSGVO-konforme europäische Lösung
- Web-basiert (kein App-Download nötig)
- Flexible Content-Verwaltung

**Hearonymus**
- Deutsche Plattform
- Einfache Bedienung
- Für kleinere bis mittlere Einrichtungen

**Smartify**
- App mit Bilderkennung
- Moderne Nutzeroberfläche
- Wachsende Museum-Community

**izi.TRAVEL**
- Kostenlose Basisversion verfügbar
- Große internationale Audio-Bibliothek
- Community-orientiert

## Spezialisierte Anbieter

- **Tourwriter** - Fokus auf Touren und Navigation
- **Vox Group** - Hardware-Lösungen
- **Nubart** - QR-Code-basierte Guides

Welche Lösung passt, hängt von Budget, Größe und technischen Anforderungen ab.",
20251230-231738,2025-12-30,2025-12-30T21:19:37Z,gemini,,de,GUIDE,core_guide_category_providers,core,category_default_providers,Welche Hauptanbieter von Audioguide-Lösungen für Museen und kulturelle Einrichtungen gibt es?,,"ReadTimeout: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Read timed out. (read timeout=30)"
20251230-231738,2025-12-30,2025-12-30T21:19:44Z,perplexity,sonar,de,GUIDE,core_guide_category_providers,core,category_default_providers,Welche Hauptanbieter von Audioguide-Lösungen für Museen und kulturelle Einrichtungen gibt es?,"Zu den wichtigsten Anbietern von Audioguide-Lösungen für Museen und kulturelle Einrichtungen zählen **Orpheo**, **soundgarden audioguidance (audioguide.de)**, **museum.de**, **Musivus**, **Lauschtour** und **Hearonymus**.[1][2][3][4][5][6]

### Überblick über die Hauptanbieter
Diese Unternehmen bieten Komplettlösungen mit Hardware, Software, Content-Produktion und Apps, oft browserbasiert oder über Smartphones (BYOD), und richten sich speziell an Museen.[1][2][3][4][5][6]

| Anbieter | Kernangebote | Besonderheiten |
|----------|--------------|----------------|
| **Orpheo** | Audioguides, Multimediaguides, Gruppenführungssysteme, Apps; eigene Hardware und Software.[3] | Weltmarktführer mit >30 Jahren Erfahrung, >300.000 Geräte weltweit in >5.000 Einrichtungen; mobile und stationäre Systeme.[3] |
| **soundgarden audioguidance (audioguide.de)** | Audio- und Multimediaguides (z. B. Luma-Serie), Gruppenführungssysteme; Content-Erstellung seit 1994.[4] | Spezialist für intuitive, innovative Lösungen; ergänzt eigene Produkte mit anderen Herstellern.[4] |
| **museum.de** | Premium Audioguides mit KI-Stimme (Petra), browserbasiert für Smartphones; Komplettservice inkl. Vertonung.[1] | Keine laufenden Kosten, hosting-optional; Fokus auf hochwertige Profi-Vertonung und einfache Bedienung.[1] |
| **Musivus** | Zentrale App für Audioguides, Beacons/NFC, Multimedia (Bilder, Filme); Content-Produktion mit KI.[2] | Eine App für viele Museen, interaktiv/linear; Unterstützung bei Erstellung, multilinguale KI-Stimmen.[2] |
| **Lauschtour** | Audioguides und Apps für Museen, Städte, Natur; Content-Produktion (Recherche, Text, Vertonung).[5] | Netzwerk seit 2011 mit einheitlicher Qualität; bewährte App und Geräte, Fokus auf unterhaltsame Inhalte.[5] |
| **Hearonymus** | Kostenlose Smartphone-App; Content-Produktion für Museen und Ausstellungen.[6] | Barrierefrei, leise Audioausgabe; Kunden wie Leopold Museum; geeignet für kleine Museen.[6] |

Weitere Anbieter wie **tonwelt** (moderne Multimedia-Lösungen),[7] **Bluehertz** (Verkauf/Vermietung von Geräten)[9] und **geophon-media** (Produktion für Museen und öffentlichen Raum)[10] ergänzen das Feld, sind aber weniger umfassend dargestellt. Einige Museen entwickeln eigene Apps, z. B. das Deutsche Museum.[8] Die Auswahl hängt von Bedarf (Hardware vs. App, Budget, Skalierbarkeit) ab; aktuelle Marktveränderungen durch KI und BYOD-Technik sind evident.[1][2]",
20251230-231738,2025-12-30,2025-12-30T21:20:02Z,chatgpt,gpt-5.2,fr,GUIDE,core_guide_category_providers,core,category_default_providers,Quels sont les principaux fournisseurs de solutions d’audioguide pour les musées et sites culturels ?,"Voici une liste (non exhaustive) des principaux fournisseurs de solutions d’audioguide et de guidage multimédia pour musées et sites culturels, en les regroupant par grandes familles (matériel dédié vs solutions smartphone), avec quelques acteurs particulièrement présents en Europe/France.

## 1) Fabricants & loueurs de terminaux d’audioguide (appareils dédiés)
- **Sennheiser – MobileConnect / Tourguide** (DE) : solutions de diffusion audio et systèmes de visite guidée (plutôt “tour guide systems”, parfois utilisés en musées/sites).
- **Williams AV** (US) : récepteurs/émetteurs audio, solutions de visite assistée (très présent en équipements audio).
- **Listen Technologies** (US) : systèmes audio pour visites et assistance à l’écoute.
- **GPOI / Orpheo Group** (FR/BE) : acteur historique du guidage culturel (appareils + contenus + exploitation).
- **Sycomore / DigiGuide** (FR, selon périmètres) : solutions de guidage et terminaux selon projets/contrats (à vérifier selon régions).
- **ACOUSTIGUIDE / EUPHONIC** (marques rencontrées selon pays) : acteurs orientés matériel + intégration (présence variable selon marchés).

## 2) Solutions “audioguide sur smartphone” (apps & web-app, BYOD)
- **izi.TRAVEL** (NL) : plateforme très connue de guides audio (souvent en mode BYOD, avec diffusion via app).
- **SmartGuide** (CZ) : guides audio sur smartphone pour destinations et sites culturels.
- **VoiceMap** (international) : audio-guides géolocalisés (plutôt tourisme urbain, mais utilisé aussi par des lieux).
- **WeVisit / Guidigo / plateformes de “digital tours”** (selon pays) : web-apps et apps de visite (présence variable).
- **Orpheo / GPOI (modules mobile)** : en plus des terminaux, propose souvent des solutions smartphone/web.

## 3) Plateformes de médiation numérique & parcours (audio + contenu + back-office)
- **Orpheo (GPOI)** (FR/BE) : souvent “full service” (création de contenus, déploiement, maintenance, analytics).
- **Stqry** (US/EU) : plateforme de storytelling et parcours (audio inclus), utilisée par musées et sites.
- **Antenna International** (US/UK/EU) : acteur majeur mondial (appareils, apps, contenus, opérations sur site).
- **Acoustiguide (groupe de solutions muséales, très international)** : conception/production de contenus et dispositifs de visite (selon pays).

## 4) Autres approches (QR, web, accessibilité, multisupport)
- **Solutions QR/web-app sur mesure** (agences et studios locaux) : très fréquent quand un site veut éviter la logistique de location de terminaux.
- **Acteurs accessibilité (audiodescription, LSF, sous-titrage)** : souvent complémentaires des audioguides “classiques”.

---

### Pour affiner utilement (et te donner une shortlist très pertinente)
Dis-moi :
1) **Pays** (France uniquement ou international)  
2) **Mode souhaité** : terminaux sur place, **BYOD**, ou hybride  
3) **Taille du site** (petit musée vs grand site à fort flux)  
4) Besoins : **offline**, géolocalisation/beacons, multi-langues, billetterie/CRM, accessibilité (audiodescription/LSF)

Et je te proposerai une sélection de fournisseurs vraiment adaptés + critères de comparaison (coûts, maintenance, UX, analytics, etc.).",
20251230-231738,2025-12-30,2025-12-30T21:20:13Z,claude,claude-sonnet-4-5-20250929,fr,GUIDE,core_guide_category_providers,core,category_default_providers,Quels sont les principaux fournisseurs de solutions d’audioguide pour les musées et sites culturels ?,"# Principaux fournisseurs de solutions d'audioguide

## **Solutions traditionnelles (matériel dédié)**

- **Acoustiguide** - Leader historique mondial, présent dans les plus grands musées
- **Antenna International** - Fournisseur majeur, racheté par Sennheiser
- **Orpheo Group** (Antennaguide) - Important en Europe
- **Guide ID** - Solutions matérielles et numériques
- **Vox Group** - Systèmes de guidage pour groupes

## **Solutions numériques/applications mobiles**

- **SmartApps** - Applications personnalisées pour institutions culturelles
- **Cuseum** - Plateforme d'engagement numérique
- **Musée Lab** (MuseumMate) - Solutions mobiles françaises
- **Nubart** - Audioguides web sans app à télécharger
- **Espro Acoustiguide** - Version numérique d'Acoustiguide
- **GuidiGO** - Plateforme de création de parcours

## **Solutions innovantes**

- **Smartify** - Reconnaissance d'image et contenu enrichi
- **Bloomberg Connects** - Plateforme gratuite pour institutions culturelles
- **Opis** - Audioguides inclusifs et accessibles

Le choix dépend du budget, de la taille de l'institution, et de la stratégie (BYOD - ""Bring Your Own Device"" vs matériel fourni).

Avez-vous un projet spécifique en tête ?",
